[DEBUG] [2024-09-07 17:21:38,514]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 14:29:01,269]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,269]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,270]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,270]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,270]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,270]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,270]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,270]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,271]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,271]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,271]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,271]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,271]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,271]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,272]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,272]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,272]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,272]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,272]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,272]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,273]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,273]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,273]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,273]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,273]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,274]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,274]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,274]: State: 8 - byte received (at 1725769741.2541668): 0
[DEBUG] [2024-09-08 14:29:01,274]: State: 8 - byte received (at 1725769741.2541668): 3
[DEBUG] [2024-09-08 14:29:01,274]: State: 8 - byte received (at 1725769741.2541668): 2
[DEBUG] [2024-09-08 14:29:01,274]: State: 9 - byte received (at 1725769741.2541668): 93
[DEBUG] [2024-09-08 14:29:01,275]: Message received (length 67) - Code 4
[DEBUG] [2024-09-08 14:29:01,275]: RAW message sent: bytearray(b'$M<\x00\xa0\xa0')
[DEBUG] [2024-09-08 14:29:01,283]: State: 0 - byte received (at 1725769741.2831314): 36
[DEBUG] [2024-09-08 14:29:01,283]: State: 1 - byte received (at 1725769741.2831314): 77
[DEBUG] [2024-09-08 14:29:01,283]: State: 2 - byte received (at 1725769741.2831314): 62
[DEBUG] [2024-09-08 14:29:01,284]: State: 3 - byte received (at 1725769741.2831314): 12
[DEBUG] [2024-09-08 14:29:01,284]: State: 4 - byte received (at 1725769741.2831314): 160
[DEBUG] [2024-09-08 14:29:01,284]: State: 7 - byte received (at 1725769741.2831314): 49
[DEBUG] [2024-09-08 14:29:01,284]: State: 8 - byte received (at 1725769741.2831314): 0
[DEBUG] [2024-09-08 14:29:01,284]: State: 8 - byte received (at 1725769741.2831314): 26
[DEBUG] [2024-09-08 14:29:01,285]: State: 8 - byte received (at 1725769741.2831314): 0
[DEBUG] [2024-09-08 14:29:01,285]: State: 8 - byte received (at 1725769741.2831314): 8
[DEBUG] [2024-09-08 14:29:01,285]: State: 8 - byte received (at 1725769741.2831314): 71
[DEBUG] [2024-09-08 14:29:01,285]: State: 8 - byte received (at 1725769741.2831314): 50
[DEBUG] [2024-09-08 14:29:01,285]: State: 8 - byte received (at 1725769741.2831314): 50
[DEBUG] [2024-09-08 14:29:01,285]: State: 8 - byte received (at 1725769741.2831314): 56
[DEBUG] [2024-09-08 14:29:01,286]: State: 8 - byte received (at 1725769741.2831314): 54
[DEBUG] [2024-09-08 14:29:01,286]: State: 8 - byte received (at 1725769741.2831314): 53
[DEBUG] [2024-09-08 14:29:01,286]: State: 8 - byte received (at 1725769741.2831314): 51
[DEBUG] [2024-09-08 14:29:01,286]: State: 9 - byte received (at 1725769741.2831314): 192
[DEBUG] [2024-09-08 14:29:01,286]: Message received (length 12) - Code 160
[DEBUG] [2024-09-08 14:29:01,287]: RAW message sent: bytearray(b'$M<\x00\xf0\xf0')
[DEBUG] [2024-09-08 14:29:01,292]: State: 0 - byte received (at 1725769741.2924507): 36
[DEBUG] [2024-09-08 14:29:01,292]: State: 1 - byte received (at 1725769741.2924507): 77
[DEBUG] [2024-09-08 14:29:01,293]: State: 2 - byte received (at 1725769741.2924507): 62
[DEBUG] [2024-09-08 14:29:01,294]: State: 3 - byte received (at 1725769741.2924507): 4
[DEBUG] [2024-09-08 14:29:01,294]: State: 4 - byte received (at 1725769741.2924507): 240
[DEBUG] [2024-09-08 14:29:01,294]: State: 7 - byte received (at 1725769741.2924507): 0
[DEBUG] [2024-09-08 14:29:01,295]: State: 8 - byte received (at 1725769741.2924507): 0
[DEBUG] [2024-09-08 14:29:01,295]: State: 8 - byte received (at 1725769741.2924507): 0
[DEBUG] [2024-09-08 14:29:01,296]: State: 8 - byte received (at 1725769741.2924507): 0
[DEBUG] [2024-09-08 14:29:01,296]: State: 9 - byte received (at 1725769741.2924507): 244
[DEBUG] [2024-09-08 14:29:01,297]: Message received (length 4) - Code 240
[DEBUG] [2024-09-08 14:29:01,297]: RAW message sent: bytearray(b'$M<\x00\n\n')
[DEBUG] [2024-09-08 14:29:01,302]: State: 0 - byte received (at 1725769741.30221): 36
[DEBUG] [2024-09-08 14:29:01,302]: State: 1 - byte received (at 1725769741.30221): 77
[DEBUG] [2024-09-08 14:29:01,302]: State: 2 - byte received (at 1725769741.30221): 62
[DEBUG] [2024-09-08 14:29:01,303]: State: 3 - byte received (at 1725769741.30221): 0
[DEBUG] [2024-09-08 14:29:01,303]: State: 4 - byte received (at 1725769741.30221): 10
[DEBUG] [2024-09-08 14:29:01,303]: State: 9 - byte received (at 1725769741.30221): 10
[DEBUG] [2024-09-08 14:29:01,304]: Message received (length 0) - Code 10
[DEBUG] [2024-09-08 14:29:01,304]: RAW message sent: bytearray(b'$M<\x00ee')
[DEBUG] [2024-09-08 14:29:01,314]: State: 0 - byte received (at 1725769741.3140986): 36
[DEBUG] [2024-09-08 14:29:01,314]: State: 1 - byte received (at 1725769741.3140986): 77
[DEBUG] [2024-09-08 14:29:01,314]: State: 2 - byte received (at 1725769741.3140986): 62
[DEBUG] [2024-09-08 14:29:01,315]: State: 3 - byte received (at 1725769741.3140986): 22
[DEBUG] [2024-09-08 14:29:01,315]: State: 4 - byte received (at 1725769741.3140986): 101
[DEBUG] [2024-09-08 14:29:01,315]: State: 7 - byte received (at 1725769741.3140986): 126
[DEBUG] [2024-09-08 14:29:01,315]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,316]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,316]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,316]: State: 8 - byte received (at 1725769741.3140986): 35
[DEBUG] [2024-09-08 14:29:01,316]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,317]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,317]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,317]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,317]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,317]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,318]: State: 8 - byte received (at 1725769741.3140986): 10
[DEBUG] [2024-09-08 14:29:01,318]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,318]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,318]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,319]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,319]: State: 8 - byte received (at 1725769741.3140986): 24
[DEBUG] [2024-09-08 14:29:01,319]: State: 8 - byte received (at 1725769741.3140986): 4
[DEBUG] [2024-09-08 14:29:01,319]: State: 8 - byte received (at 1725769741.3140986): 1
[DEBUG] [2024-09-08 14:29:01,320]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,320]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,320]: State: 8 - byte received (at 1725769741.3140986): 0
[DEBUG] [2024-09-08 14:29:01,320]: State: 9 - byte received (at 1725769741.3140986): 57
[DEBUG] [2024-09-08 14:29:01,320]: Message received (length 22) - Code 101
[DEBUG] [2024-09-08 14:29:01,321]: RAW message sent: bytearray(b'$M<\x00\x96\x96')
[DEBUG] [2024-09-08 14:29:01,334]: State: 0 - byte received (at 1725769741.3342357): 36
[DEBUG] [2024-09-08 14:29:01,334]: State: 1 - byte received (at 1725769741.3342357): 77
[DEBUG] [2024-09-08 14:29:01,335]: State: 2 - byte received (at 1725769741.3342357): 62
[DEBUG] [2024-09-08 14:29:01,335]: State: 3 - byte received (at 1725769741.3342357): 22
[DEBUG] [2024-09-08 14:29:01,335]: State: 4 - byte received (at 1725769741.3342357): 150
[DEBUG] [2024-09-08 14:29:01,336]: State: 7 - byte received (at 1725769741.3342357): 125
[DEBUG] [2024-09-08 14:29:01,336]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,336]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,337]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,337]: State: 8 - byte received (at 1725769741.3342357): 35
[DEBUG] [2024-09-08 14:29:01,337]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,338]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,338]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,338]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,338]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,339]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,339]: State: 8 - byte received (at 1725769741.3342357): 10
[DEBUG] [2024-09-08 14:29:01,339]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,339]: State: 8 - byte received (at 1725769741.3342357): 3
[DEBUG] [2024-09-08 14:29:01,340]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,340]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,340]: State: 8 - byte received (at 1725769741.3342357): 24
[DEBUG] [2024-09-08 14:29:01,341]: State: 8 - byte received (at 1725769741.3342357): 4
[DEBUG] [2024-09-08 14:29:01,341]: State: 8 - byte received (at 1725769741.3342357): 1
[DEBUG] [2024-09-08 14:29:01,341]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,342]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,342]: State: 8 - byte received (at 1725769741.3342357): 0
[DEBUG] [2024-09-08 14:29:01,342]: State: 9 - byte received (at 1725769741.3342357): 202
[DEBUG] [2024-09-08 14:29:01,343]: Message received (length 22) - Code 150
[DEBUG] [2024-09-08 14:30:35,101]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 14:30:35,113]: State: 0 - byte received (at 1725769835.1134093): 36
[DEBUG] [2024-09-08 14:30:35,114]: State: 1 - byte received (at 1725769835.1134093): 77
[DEBUG] [2024-09-08 14:30:35,114]: State: 2 - byte received (at 1725769835.1134093): 62
[DEBUG] [2024-09-08 14:30:35,115]: State: 3 - byte received (at 1725769835.1134093): 3
[DEBUG] [2024-09-08 14:30:35,115]: State: 4 - byte received (at 1725769835.1134093): 1
[DEBUG] [2024-09-08 14:30:35,115]: State: 7 - byte received (at 1725769835.1134093): 0
[DEBUG] [2024-09-08 14:30:35,116]: State: 8 - byte received (at 1725769835.1134093): 1
[DEBUG] [2024-09-08 14:30:35,116]: State: 8 - byte received (at 1725769835.1134093): 42
[DEBUG] [2024-09-08 14:30:35,116]: State: 9 - byte received (at 1725769835.1134093): 41
[DEBUG] [2024-09-08 14:30:35,116]: Message received (length 3) - Code 1
[DEBUG] [2024-09-08 14:30:35,117]: RAW message sent: bytearray(b'$M<\x00\x02\x02')
[DEBUG] [2024-09-08 14:30:35,123]: State: 0 - byte received (at 1725769835.1232316): 36
[DEBUG] [2024-09-08 14:30:35,123]: State: 1 - byte received (at 1725769835.1232316): 77
[DEBUG] [2024-09-08 14:30:35,124]: State: 2 - byte received (at 1725769835.1232316): 62
[DEBUG] [2024-09-08 14:30:35,124]: State: 3 - byte received (at 1725769835.1232316): 4
[DEBUG] [2024-09-08 14:30:35,124]: State: 4 - byte received (at 1725769835.1232316): 2
[DEBUG] [2024-09-08 14:30:35,125]: State: 7 - byte received (at 1725769835.1232316): 66
[DEBUG] [2024-09-08 14:30:35,125]: State: 8 - byte received (at 1725769835.1232316): 84
[DEBUG] [2024-09-08 14:30:35,125]: State: 8 - byte received (at 1725769835.1232316): 70
[DEBUG] [2024-09-08 14:30:35,126]: State: 8 - byte received (at 1725769835.1232316): 76
[DEBUG] [2024-09-08 14:30:35,126]: State: 9 - byte received (at 1725769835.1232316): 26
[DEBUG] [2024-09-08 14:30:35,126]: Message received (length 4) - Code 2
[DEBUG] [2024-09-08 14:30:35,127]: RAW message sent: bytearray(b'$M<\x00\x03\x03')
[DEBUG] [2024-09-08 14:30:35,133]: State: 0 - byte received (at 1725769835.1332052): 36
[DEBUG] [2024-09-08 14:30:35,133]: State: 1 - byte received (at 1725769835.1332052): 77
[DEBUG] [2024-09-08 14:30:35,134]: State: 2 - byte received (at 1725769835.1332052): 62
[DEBUG] [2024-09-08 14:30:35,134]: State: 3 - byte received (at 1725769835.1332052): 3
[DEBUG] [2024-09-08 14:30:35,134]: State: 4 - byte received (at 1725769835.1332052): 3
[DEBUG] [2024-09-08 14:30:35,135]: State: 7 - byte received (at 1725769835.1332052): 4
[DEBUG] [2024-09-08 14:30:35,135]: State: 8 - byte received (at 1725769835.1332052): 1
[DEBUG] [2024-09-08 14:30:35,135]: State: 8 - byte received (at 1725769835.1332052): 1
[DEBUG] [2024-09-08 14:30:35,135]: State: 9 - byte received (at 1725769835.1332052): 4
[DEBUG] [2024-09-08 14:30:35,135]: Message received (length 3) - Code 3
[DEBUG] [2024-09-08 14:30:35,136]: RAW message sent: bytearray(b'$M<\x00\x05\x05')
[DEBUG] [2024-09-08 14:30:35,145]: State: 0 - byte received (at 1725769835.1452258): 36
[DEBUG] [2024-09-08 14:30:35,145]: State: 1 - byte received (at 1725769835.1452258): 77
[DEBUG] [2024-09-08 14:30:35,145]: State: 2 - byte received (at 1725769835.1452258): 62
[DEBUG] [2024-09-08 14:30:35,146]: State: 3 - byte received (at 1725769835.1452258): 26
[DEBUG] [2024-09-08 14:30:35,146]: State: 4 - byte received (at 1725769835.1452258): 5
[DEBUG] [2024-09-08 14:30:35,146]: State: 7 - byte received (at 1725769835.1452258): 78
[DEBUG] [2024-09-08 14:30:35,147]: State: 8 - byte received (at 1725769835.1452258): 111
[DEBUG] [2024-09-08 14:30:35,147]: State: 8 - byte received (at 1725769835.1452258): 118
[DEBUG] [2024-09-08 14:30:35,147]: State: 8 - byte received (at 1725769835.1452258): 32
[DEBUG] [2024-09-08 14:30:35,148]: State: 8 - byte received (at 1725769835.1452258): 49
[DEBUG] [2024-09-08 14:30:35,148]: State: 8 - byte received (at 1725769835.1452258): 53
[DEBUG] [2024-09-08 14:30:35,148]: State: 8 - byte received (at 1725769835.1452258): 32
[DEBUG] [2024-09-08 14:30:35,148]: State: 8 - byte received (at 1725769835.1452258): 50
[DEBUG] [2024-09-08 14:30:35,148]: State: 8 - byte received (at 1725769835.1452258): 48
[DEBUG] [2024-09-08 14:30:35,149]: State: 8 - byte received (at 1725769835.1452258): 49
[DEBUG] [2024-09-08 14:30:35,149]: State: 8 - byte received (at 1725769835.1452258): 57
[DEBUG] [2024-09-08 14:30:35,149]: State: 8 - byte received (at 1725769835.1452258): 49
[DEBUG] [2024-09-08 14:30:35,150]: State: 8 - byte received (at 1725769835.1452258): 50
[DEBUG] [2024-09-08 14:30:35,150]: State: 8 - byte received (at 1725769835.1452258): 58
[DEBUG] [2024-09-08 14:30:35,150]: State: 8 - byte received (at 1725769835.1452258): 52
[DEBUG] [2024-09-08 14:30:35,150]: State: 8 - byte received (at 1725769835.1452258): 50
[DEBUG] [2024-09-08 14:30:35,151]: State: 8 - byte received (at 1725769835.1452258): 58
[DEBUG] [2024-09-08 14:30:35,151]: State: 8 - byte received (at 1725769835.1452258): 51
[DEBUG] [2024-09-08 14:30:35,151]: State: 8 - byte received (at 1725769835.1452258): 52
[DEBUG] [2024-09-08 14:30:35,151]: State: 8 - byte received (at 1725769835.1452258): 49
[DEBUG] [2024-09-08 14:30:35,152]: State: 8 - byte received (at 1725769835.1452258): 101
[DEBUG] [2024-09-08 14:30:35,152]: State: 8 - byte received (at 1725769835.1452258): 53
[DEBUG] [2024-09-08 14:30:35,152]: State: 8 - byte received (at 1725769835.1452258): 101
[DEBUG] [2024-09-08 14:30:35,152]: State: 8 - byte received (at 1725769835.1452258): 51
[DEBUG] [2024-09-08 14:30:35,152]: State: 8 - byte received (at 1725769835.1452258): 100
[DEBUG] [2024-09-08 14:30:35,153]: State: 8 - byte received (at 1725769835.1452258): 51
[DEBUG] [2024-09-08 14:30:35,153]: State: 9 - byte received (at 1725769835.1452258): 36
[DEBUG] [2024-09-08 14:30:35,153]: Message received (length 26) - Code 5
[DEBUG] [2024-09-08 14:30:35,154]: RAW message sent: bytearray(b'$M<\x00\x04\x04')
[DEBUG] [2024-09-08 14:30:35,165]: State: 0 - byte received (at 1725769835.165176): 36
[DEBUG] [2024-09-08 14:30:35,165]: State: 1 - byte received (at 1725769835.165176): 77
[DEBUG] [2024-09-08 14:30:35,165]: State: 2 - byte received (at 1725769835.165176): 62
[DEBUG] [2024-09-08 14:30:35,166]: State: 3 - byte received (at 1725769835.165176): 67
[DEBUG] [2024-09-08 14:30:35,166]: State: 4 - byte received (at 1725769835.165176): 4
[DEBUG] [2024-09-08 14:30:35,168]: State: 7 - byte received (at 1725769835.165176): 79
[DEBUG] [2024-09-08 14:30:35,169]: State: 8 - byte received (at 1725769835.165176): 66
[DEBUG] [2024-09-08 14:30:35,169]: State: 8 - byte received (at 1725769835.165176): 83
[DEBUG] [2024-09-08 14:30:35,169]: State: 8 - byte received (at 1725769835.165176): 68
[DEBUG] [2024-09-08 14:30:35,169]: State: 8 - byte received (at 1725769835.165176): 0
[DEBUG] [2024-09-08 14:30:35,170]: State: 8 - byte received (at 1725769835.165176): 0
[DEBUG] [2024-09-08 14:30:35,170]: State: 8 - byte received (at 1725769835.165176): 2
[DEBUG] [2024-09-08 14:30:35,170]: State: 8 - byte received (at 1725769835.165176): 3
[DEBUG] [2024-09-08 14:30:35,170]: State: 8 - byte received (at 1725769835.165176): 11
[DEBUG] [2024-09-08 14:30:35,171]: State: 8 - byte received (at 1725769835.165176): 79
[DEBUG] [2024-09-08 14:30:35,171]: State: 8 - byte received (at 1725769835.165176): 77
[DEBUG] [2024-09-08 14:30:35,171]: State: 8 - byte received (at 1725769835.165176): 78
[DEBUG] [2024-09-08 14:30:35,171]: State: 8 - byte received (at 1725769835.165176): 73
[DEBUG] [2024-09-08 14:30:35,171]: State: 8 - byte received (at 1725769835.165176): 66
[DEBUG] [2024-09-08 14:30:35,172]: State: 8 - byte received (at 1725769835.165176): 85
[DEBUG] [2024-09-08 14:30:35,172]: State: 8 - byte received (at 1725769835.165176): 83
[DEBUG] [2024-09-08 14:30:35,172]: State: 8 - byte received (at 1725769835.165176): 70
[DEBUG] [2024-09-08 14:30:35,172]: State: 8 - byte received (at 1725769835.165176): 52
[DEBUG] [2024-09-08 14:30:35,172]: State: 8 - byte received (at 1725769835.165176): 83
[DEBUG] [2024-09-08 14:30:35,173]: State: 8 - byte received (at 1725769835.165176): 68
[DEBUG] [2024-09-08 14:30:35,173]: State: 8 - byte received (at 1725769835.165176): 11
[DEBUG] [2024-09-08 14:30:35,173]: State: 8 - byte received (at 1725769835.165176): 79
